Customer ID,Recency,Frequency,Monetary
12791.0,369,6,90.0
12792.0,252,2,112.0
12793.0,330,3,168.0
12795.0,14,1,112.0
12796.0,623,1,30.0
12797.0,361,2,112.0
12800.0,465,3,84.0
12801.0,496,1,200.0
12802.0,182,7,230.0
12803.0,388,1,75.0
12805.0,377,4,204.0
12806.0,430,4,320.0
12807.0,378,1,80.0
12808.0,32,5,56.0
12809.0,173,3,252.0
12811.0,256,5,140.0
12813.0,497,3,66.0
12814.0,97,1,40.0
12815.0,143,2,200.0
12816.0,91,2,120.0
12817.0,276,3,120.0
12818.0,257,1,360.0
12842.0,65,4,65.0
12843.0,61,30,15.0
12855.0,368,4,165.0
12866.0,278,3,135.0
12870.0,370,3,125.0
12874.0,380,2,75.0
12876.0,53,4,330.0
12881.0,271,1,195.0
12884.0,84,1,170.0
12909.0,35,8,455.0
12913.0,11,12,15.0
12947.0,139,6,130.0
12949.0,26,22,12.0
12953.0,5,2,25.0
12973.0,409,1,290.0
12977.0,151,4,145.0
13015.0,48,11,590.0
13018.0,11,35,125.0
13022.0,425,1,15.0
13023.0,59,3,198.0
13046.0,26,3,85.0
13062.0,186,1,15.0
13064.0,8,6,125.0
13090.0,4,24,30.0
13106.0,128,2,165.0
13118.0,15,9,25.0
13145.0,35,7,590.0
13149.0,10,4,6.0
13162.0,117,16,6.0
13167.0,14,5,12.0
13171.0,17,3,50.0
13173.0,362,10,60.0
13174.0,11,12,44.0
13184.0,10,10,1.0
13187.0,332,4,19.0
13188.0,6,1,15.0
13199.0,3,66,15.0
13206.0,395,13,110.0
13208.0,54,9,18.0
13212.0,15,3,50.0
13224.0,55,2,3.0
13238.0,12,6,25.0
13263.0,4,38,17.0
13266.0,6,19,30.0
13338.0,153,4,115.0
13340.0,41,12,3950.0
13343.0,173,1,50.0
13344.0,63,3,290.0
13345.0,283,1,50.0
13347.0,65,1,50.0
13349.0,6,1,50.0
13350.0,11,2,100.0
13351.0,62,1,50.0
13352.0,55,1,50.0
13358.0,264,1,50.0
13359.0,59,2,100.0
13360.0,427,4,50.0
13363.0,13,3,100.0
13367.0,427,1,50.0
13368.0,252,4,100.0
13369.0,361,1,100.0
13372.0,85,1,50.0
13374.0,410,2,50.0
13376.0,94,3,150.0
13377.0,392,2,100.0
13389.0,6,3,15.0
13394.0,49,18,24.0
13396.0,24,2,25.0
13405.0,69,6,15.0
13418.0,7,31,250.0
13425.0,103,5,15.0
13452.0,254,3,590.0
13456.0,13,6,15.0
13476.0,174,5,250.0
13485.0,228,11,4.0
13488.0,12,23,25.0
13493.0,270,2,120.0
13505.0,68,4,760.0
13509.0,4,8,15.0
13516.0,17,4,15.0
13520.0,54,11,1240.0
13523.0,28,6,330.0
13524.0,36,5,30.0
13563.0,79,2,250.0
13577.0,20,11,5.0
13589.0,10,6,25.0
13615.0,314,8,295.0
13631.0,95,11,440.0
13644.0,11,4,25.0
13651.0,30,3,15.0
13657.0,6,2,15.0
13659.0,201,12,65.0
13684.0,281,4,3.0
13691.0,391,1,2.0
13694.0,21,140,24.0
13695.0,26,16,60.0
13705.0,3,7,330.0
13708.0,266,1,2.0
13709.0,32,16,75.0
13719.0,10,11,25.0
13720.0,112,4,15.0
13752.0,119,7,30.0
13755.0,4,8,25.0
13764.0,66,6,3.0
13810.0,24,3,72.0
13811.0,179,3,72.0
13812.0,37,3,54.0
13813.0,35,8,378.0
13815.0,17,8,738.0
13816.0,19,2,72.0
13817.0,24,2,54.0
13875.0,49,14,295.0
13882.0,7,4,50.0
13902.0,628,5,72.0
13908.0,75,4,50.0
13916.0,459,4,125.0
13919.0,54,4,108.0
13950.0,6,4,15.0
13969.0,2,35,255.0
13983.0,25,21,870.0
13988.0,15,8,25.0
13991.0,7,6,1.0
13993.0,38,19,15.0
13996.0,381,2,50.0
14016.0,157,11,165.0
14030.0,13,20,916.0
14035.0,24,9,15.0
14049.0,12,13,190.0
14051.0,3,36,15.0
14061.0,502,3,364.0
14075.0,15,5,10.0
14081.0,297,10,4.0
14085.0,2,32,15.0
14088.0,5,16,330.0
14104.0,150,5,88.0
14111.0,9,4,15.0
14121.0,5,3,50.0
14125.0,6,3,25.0
14126.0,3,4,15.0
14134.0,378,15,125.0
14154.0,234,8,195.0
14156.0,5,156,1675.0
14178.0,4,7,20.0
14180.0,6,33,165.0
14185.0,326,1,165.0
14194.0,14,35,18.0
14195.0,197,6,392.0
14216.0,3,4,15.0
14224.0,105,9,125.0
14252.0,376,1,220.0
14277.0,10,9,54.0
14295.0,35,5,10.0
14298.0,4,82,340.0
14305.0,66,3,15.0
14346.0,116,5,85.0
14407.0,102,6,15.0
14427.0,45,4,295.0
14428.0,2,5,25.0
14442.0,200,7,290.0
14463.0,93,4,15.0
14470.0,7,3,50.0
14498.0,38,10,335.0
14505.0,12,19,46.0
14511.0,6,5,25.0
14524.0,27,13,90.0
14527.0,4,121,9.0
14543.0,24,39,5.0
14547.0,7,6,50.0
14553.0,14,9,165.0
14565.0,91,5,150.0
14573.0,175,13,40.0
14606.0,4,190,310.0
14607.0,11,22,2120.0
14608.0,24,10,10.0
14618.0,4,7,30.0
14646.0,12,149,2831.0
14648.0,412,15,1.0
14651.0,62,9,70.0
14653.0,5,11,10.0
14680.0,20,58,15.0
14688.0,3,28,25.0
14704.0,7,11,30.0
14711.0,5,11,655.0
14715.0,20,8,190.0
14735.0,7,55,15.0
14744.0,12,14,15.0
14756.0,10,3,50.0
14808.0,35,8,190.0
14816.0,192,1,250.0
14817.0,195,7,350.0
14842.0,39,4,295.0
14866.0,6,19,10.0
14880.0,72,3,15.0
14895.0,3,38,370.0
14903.0,16,5,25.0
14911.0,3,391,7745.0
14924.0,241,3,125.0
14931.0,18,4,393.0
14932.0,361,2,150.0
14934.0,77,5,100.0
14944.0,25,19,100.0
14947.0,67,6,15.0
14973.0,102,3,750.0
14976.0,52,7,16.0
14994.0,378,5,1.0
15001.0,389,2,2.0
15018.0,34,3,25.0
15023.0,34,19,250.0
15038.0,54,9,3.0
15046.0,4,25,20.0
15064.0,405,4,100.0
15065.0,33,5,250.0
15078.0,2,53,10.0
15088.0,17,2,85.0
15103.0,26,2,110.0
15108.0,137,4,141.0
15121.0,45,2,25.0
15149.0,129,5,250.0
15151.0,418,2,590.0
15157.0,149,4,85.0
15158.0,40,2,165.0
15159.0,13,31,500.0
15172.0,4,5,15.0
15187.0,4,15,15.0
15189.0,3,44,85.0
15215.0,42,7,25.0
15238.0,24,3,125.0
15241.0,62,11,15.0
15257.0,279,2,455.0
15259.0,508,4,295.0
15269.0,19,3,290.0
15270.0,11,21,870.0
15272.0,53,6,125.0
15290.0,3,24,15.0
15291.0,21,40,45.0
15299.0,62,10,600.0
15358.0,30,40,65.0
15373.0,3,17,21.0
15407.0,29,4,195.0
15414.0,5,3,15.0
15426.0,14,9,25.0
15446.0,372,3,3.0
15482.0,11,19,1718.0
15488.0,88,5,15.0
15491.0,90,6,15.0
15502.0,11,14,120.0
15510.0,326,1,250.0
15513.0,28,35,755.0
15521.0,35,16,275.0
15524.0,20,2,440.0
15540.0,6,2,12.0
15563.0,17,7,30.0
15572.0,21,9,195.0
15581.0,116,38,2750.0
15611.0,5,26,21.0
15612.0,31,2,15.0
15622.0,38,17,25.0
15654.0,5,2,15.0
15671.0,14,7,30.0
15676.0,14,3,15.0
15680.0,4,10,165.0
15694.0,3,23,15.0
15727.0,12,15,1090.0
15734.0,110,4,295.0
15737.0,10,8,15.0
15768.0,111,34,250.0
15796.0,12,16,1.0
15797.0,108,6,15.0
15804.0,6,12,250.0
15809.0,31,7,295.0
15823.0,367,3,30.0
15825.0,167,1,250.0
15831.0,54,3,50.0
15834.0,65,7,250.0
15836.0,45,1,25.0
15861.0,7,12,165.0
15874.0,59,21,1425.0
15885.0,88,15,30.0
15921.0,168,4,5.0
15939.0,85,16,15.0
15972.0,451,5,270.0
15973.0,362,3,15.0
16003.0,25,10,500.0
16014.0,33,5,15.0
16027.0,87,15,165.0
16049.0,35,6,2.0
16054.0,141,4,295.0
16096.0,259,4,125.0
16103.0,2,22,36.0
16129.0,402,3,165.0
16133.0,2,55,680.0
16143.0,103,11,250.0
16161.0,10,42,30.0
16207.0,20,1,50.0
16209.0,84,9,15.0
16210.0,5,34,20.0
16216.0,262,1,165.0
16235.0,36,9,10.0
16240.0,19,2,290.0
16243.0,29,2,85.0
16253.0,62,7,50.0
16256.0,262,3,50.0
16257.0,172,1,25.0
16265.0,4,12,250.0
16268.0,66,2,50.0
16271.0,11,9,15.0
16278.0,95,3,220.0
16298.0,18,7,50.0
16316.0,59,13,500.0
16326.0,1,24,95.0
16345.0,39,2,100.0
16347.0,7,11,50.0
16359.0,2,16,250.0
16389.0,48,4,15.0
16399.0,14,3,25.0
16422.0,12,109,192.0
16430.0,52,7,15.0
16454.0,40,4,1.0
16461.0,173,3,6.0
16466.0,29,15,125.0
16475.0,83,4,85.0
16484.0,169,2,15.0
16500.0,11,8,165.0
16535.0,381,2,20.0
16539.0,215,9,165.0
16556.0,62,17,295.0
16560.0,22,8,25.0
16570.0,10,20,295.0
16607.0,13,25,545.0
16633.0,12,6,15.0
16692.0,251,4,150.0
16714.0,214,4,265.0
16720.0,21,3,192.0
16723.0,87,4,165.0
16732.0,27,4,295.0
16771.0,28,10,12.0
16800.0,6,1,25.0
16805.0,169,5,15.0
16807.0,138,6,15.0
16828.0,88,2,15.0
16833.0,255,5,295.0
16838.0,193,4,165.0
16859.0,140,7,15.0
16873.0,57,11,350.0
16892.0,11,5,25.0
16904.0,24,20,15.0
16928.0,75,29,30.0
16949.0,36,5,525.0
16950.0,52,10,8.0
16969.0,35,3,15.0
16971.0,33,1,150.0
16985.0,12,23,590.0
17032.0,543,8,30.0
17034.0,11,5,15.0
17049.0,16,18,250.0
17059.0,25,9,3.0
17076.0,31,6,25.0
17082.0,28,6,250.0
17086.0,2,6,21.0
17088.0,23,4,25.0
17105.0,154,2,1.0
17119.0,55,1,15.0
17135.0,11,10,170.0
17139.0,11,25,290.0
17142.0,234,4,195.0
17146.0,101,13,170.0
17160.0,26,17,30.0
17190.0,54,7,195.0
17194.0,269,3,35.0
17211.0,22,13,50.0
17214.0,55,6,85.0
17223.0,305,3,70.0
17293.0,3,17,65.0
17315.0,13,42,30.0
17324.0,13,12,25.0
17342.0,375,4,65.0
17371.0,12,6,4.0
17372.0,36,28,30.0
17380.0,429,3,96.0
17382.0,61,8,15.0
17392.0,302,3,6.0
17396.0,34,14,18.0
17402.0,26,22,35.0
17404.0,21,22,143.0
17406.0,328,13,545.0
17412.0,19,15,590.0
17415.0,75,1,170.0
17419.0,6,18,85.0
17428.0,17,44,25.0
17448.0,492,46,75.0
17449.0,40,12,3.0
17450.0,3,51,10496.0
17500.0,12,3,1105.0
17539.0,613,4,15.0
17570.0,377,1,100.0
17581.0,29,40,390.0
17603.0,73,4,250.0
17611.0,2,28,50.0
17629.0,1,10,15.0
17652.0,21,12,45.0
17653.0,32,4,15.0
17675.0,3,69,15.0
17690.0,25,20,500.0
17700.0,12,14,125.0
17706.0,39,30,150.0
17735.0,32,25,165.0
17800.0,33,9,1.0
17813.0,9,5,12.0
17817.0,272,5,195.0
17828.0,18,4,655.0
17838.0,22,13,125.0
17841.0,2,209,16.0
17857.0,12,22,250.0
17858.0,1,30,2720.0
17867.0,25,15,5.0
17884.0,307,19,9.0
17897.0,168,9,46.0
17900.0,185,2,15.0
17905.0,66,13,125.0
17949.0,3,116,1395.0
17955.0,194,6,4.0
17961.0,16,100,125.0
17965.0,33,29,25.0
17994.0,117,11,6.0
18065.0,1,29,20.0
18073.0,109,12,60.0
18102.0,7,142,74807.0
18127.0,14,4,25.0
18172.0,10,52,295.0
18203.0,153,4,10.0
18216.0,26,1,25.0
18219.0,38,16,50.0
18227.0,213,2,295.0
18233.0,321,1,440.0
18257.0,34,12,15.0
18260.0,168,23,590.0
18265.0,67,2,30.0
18283.0,5,21,4.0
18284.0,427,1,50.0
18285.0,656,1,50.0
18286.0,472,2,50.0
18287.0,38,7,50.0
